CdStationMesureEauxSurface,LbStationMesureEauxSurface,DatePrel,Température,pH,O2_dissous,Conductivité,MES,Turbidité,Carbone_org,Nitrates,Phosphore_total,Azote_Kjeldahl,Orthophosphates,Ammonium,Nitrites,DBO5,DCO
02030500,L'EHN A GEISPOLSHEIM (B),2013-10-24,14.0,7.9,9.7,730.0,17.0,4.1,5.2,14.7,0.08,0.5,0.235,0.06,0.08,1.5,17.0
02030500,L'EHN A GEISPOLSHEIM (B),2013-11-21,7.8,8.0,10.2,620.0,17.0,5.5,5.3,13.3,0.06,0.5,0.151,0.05,0.03,1.4,15.0
02030500,L'EHN A GEISPOLSHEIM (B),2013-12-17,5.6,,11.3,,,,2.3,,,,,,,2.2,
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-01-21,2.4,7.0,12.4,445.0,4.0,,1.96,,0.036,0.6,,,,2.0,7.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-02-18,2.5,8.2,9.7,123.0,2.0,,1.94,,0.037,0.8,,,,2.7,5.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-03-18,4.3,7.5,11.8,114.0,10.0,,2.8,,0.039,0.6,,,,2.2,8.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-04-15,9.2,7.0,10.6,103.0,5.0,,1.9,,0.03,1.4,,,,2.0,11.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-05-13,9.0,7.5,10.6,120.0,4.0,,2.8,,0.036,0.5,,,,3.5,9.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-06-10,12.1,7.4,9.7,116.0,8.0,,3.56,,0.046,0.7,,,,2.0,9.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-07-08,15.2,7.7,9.2,144.0,4.0,,2.93,,0.052,0.7,,,,2.0,7.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-08-06,16.5,7.6,8.7,148.0,4.0,,2.12,,0.066,0.5,,,,2.0,6.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-09-02,12.1,8.8,9.6,148.0,2.0,,2.02,,0.065,0.5,,,,2.0,5.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-09-30,12.5,8.2,9.5,146.0,6.0,,3.04,,0.049,0.5,,,,2.0,7.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-10-28,11.9,7.7,9.7,93.0,12.0,,5.29,,0.049,0.5,,,,2.0,12.0
02031400,LA BRUCHE A SAINT-BLAISE-LA-ROCHE,2013-11-26,4.0,8.0,11.6,107.0,7.0,,2.71,,0.034,0.5,,,,2.6,6.0
02031600,LA BRUCHE A WISCHES,2013-01-21,2.7,6.7,12.6,163.0,3.0,,1.44,,0.042,0.5,,,,2.0,5.0
02031600,LA BRUCHE A WISCHES,2013-02-18,3.3,8.2,9.8,116.0,3.0,,1.36,,0.029,0.5,,,,2.9,5.0
02031600,LA BRUCHE A WISCHES,2013-03-18,4.7,7.2,11.6,106.0,9.0,,1.91,,0.038,0.5,,,,2.1,5.0
02031600,LA BRUCHE A WISCHES,2013-04-15,9.2,6.7,10.6,91.0,6.0,,1.42,,0.026,0.6,,,,2.0,12.0
02031600,LA BRUCHE A WISCHES,2013-05-13,9.3,7.6,11.0,98.0,3.0,,1.88,,0.022,0.5,,,,3.7,7.0
02031600,LA BRUCHE A WISCHES,2013-06-10,12.3,7.0,9.9,97.0,8.0,,2.1,,0.032,0.6,,,,2.0,5.0
02031600,LA BRUCHE A WISCHES,2013-07-08,15.3,7.9,9.3,110.0,4.0,,2.05,,0.045,0.6,,,,2.0,5.0
02031600,LA BRUCHE A WISCHES,2013-08-06,18.2,7.8,8.8,133.0,3.0,,1.73,,0.054,0.5,,,,2.0,5.0
02031600,LA BRUCHE A WISCHES,2013-09-02,12.9,8.8,9.9,124.0,2.0,,1.71,,0.057,0.5,,,,2.0,5.0
02031600,LA BRUCHE A WISCHES,2013-09-30,11.3,7.9,10.2,121.0,3.0,,2.38,,0.037,0.5,,,,2.0,5.0
02031600,LA BRUCHE A WISCHES,2013-10-28,12.4,7.8,10.1,97.0,9.0,,3.68,,0.047,0.5,,,,2.2,13.0
02031600,LA BRUCHE A WISCHES,2013-11-26,4.5,7.8,12.1,98.0,4.0,,2.02,,0.032,0.5,,,,2.2,5.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-01-17,2.6,7.45,13.1,76.0,2.0,0.75,1.3,4.7,0.02,0.5,0.06,0.05,0.01,1.8,5.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-02-13,3.2,7.4,12.3,64.0,2.0,0.78,1.3,4.3,0.03,0.5,0.07,0.05,0.01,1.9,5.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-03-13,3.3,7.4,13.2,63.0,2.0,1.6,1.7,4.6,0.04,0.5,0.06,0.05,0.01,1.3,5.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-04-10,6.4,7.05,12.3,70.0,6.2,2.4,2.7,4.2,0.02,0.5,0.05,0.05,0.01,1.9,11.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-05-10,10.1,7.4,13.6,75.0,2.0,0.76,1.5,3.7,0.03,0.5,0.07,0.05,0.01,0.9,6.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-06-05,10.0,7.2,11.1,66.0,2.5,0.26,1.9,3.3,0.03,0.5,0.08,0.05,0.01,0.7,6.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-07-03,12.4,7.35,10.3,87.0,13.0,3.4,2.3,3.1,0.03,0.5,0.06,0.05,0.01,0.8,11.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-07-31,15.0,7.6,10.7,95.0,2.0,0.1,1.2,3.6,0.05,0.5,0.112,0.05,0.01,0.5,5.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-08-28,14.0,7.65,10.3,88.0,9.0,2.4,2.0,4.0,0.03,0.5,0.081,0.05,0.01,1.2,12.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-09-25,11.0,7.6,10.3,96.0,2.0,1.2,1.7,4.4,0.02,0.5,0.072,0.05,0.01,0.7,5.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-10-23,11.0,7.5,9.5,67.0,7.0,3.8,2.6,3.0,0.03,0.5,0.061,0.05,0.01,3.2,8.0
02031650,LE NETZENBACH A LUTZELHOUSE,2013-11-20,6.8,7.7,11.5,63.0,4.0,2.3,2.9,3.4,0.02,0.5,0.056,0.05,0.01,1.3,5.0
02031700,LA HASEL A NIEDERHASLACH,2013-01-21,2.1,6.6,13.1,135.0,3.0,,2.03,,0.057,0.5,,,,2.0,5.0
02031700,LA HASEL A NIEDERHASLACH,2013-02-18,4.6,7.9,9.0,175.0,6.0,,2.76,,0.164,1.4,,,,4.1,11.0
02031700,LA HASEL A NIEDERHASLACH,2013-03-18,4.3,7.3,11.6,122.0,12.0,,2.59,,0.042,0.7,,,,2.1,9.0
02031700,LA HASEL A NIEDERHASLACH,2013-04-15,10.5,7.1,10.2,148.0,9.0,,3.03,,0.188,2.0,,,,4.7,20.0
02031700,LA HASEL A NIEDERHASLACH,2013-05-13,9.8,7.5,10.3,155.0,4.0,,2.34,,0.145,0.7,,,,4.1,7.0
02031700,LA HASEL A NIEDERHASLACH,2013-06-10,12.8,7.2,9.6,134.0,6.0,,2.79,,0.1,0.7,,,,2.0,5.0
02031700,LA HASEL A NIEDERHASLACH,2013-07-08,16.6,7.9,9.2,112.0,10.0,,2.73,,0.119,0.6,,,,2.0,12.0
02031700,LA HASEL A NIEDERHASLACH,2013-08-06,18.4,7.6,8.4,202.0,3.0,,2.14,,0.198,0.5,,,,2.0,6.0
02031700,LA HASEL A NIEDERHASLACH,2013-09-02,13.8,8.9,9.3,284.0,8.0,,2.19,,0.137,0.5,,,,2.0,8.0
02031700,LA HASEL A NIEDERHASLACH,2013-09-30,12.2,7.5,9.5,276.0,4.0,,2.98,,0.265,0.5,,,,2.0,6.0
02031700,LA HASEL A NIEDERHASLACH,2013-10-28,12.7,7.8,9.5,179.0,11.0,,5.27,,0.228,1.8,,,,5.6,20.0
02031700,LA HASEL A NIEDERHASLACH,2013-11-26,5.6,7.0,11.3,169.0,4.0,,3.18,,0.129,0.7,,,,3.4,8.0
02031800,LA MAGEL A MOLLKIRCH,2013-01-21,3.6,6.5,12.0,316.0,5.0,,2.2,,0.161,1.6,,,,6.3,9.0
02031800,LA MAGEL A MOLLKIRCH,2013-02-18,3.0,8.1,10.0,115.0,3.0,,1.92,,0.045,0.7,,,,2.9,5.0
02031800,LA MAGEL A MOLLKIRCH,2013-03-18,5.6,6.9,11.1,160.0,10.0,,3.73,,0.186,2.1,,,,5.0,15.0
02031800,LA MAGEL A MOLLKIRCH,2013-04-15,10.6,6.9,10.4,94.0,8.0,,2.05,,0.035,0.6,,,,2.0,14.0
02031800,LA MAGEL A MOLLKIRCH,2013-05-13,9.0,7.5,10.8,100.0,7.0,,2.26,,0.042,0.5,,,,3.6,8.0
02031800,LA MAGEL A MOLLKIRCH,2013-06-10,12.7,7.2,9.9,100.0,16.0,,3.37,,0.062,0.7,,,,2.0,9.0
02031800,LA MAGEL A MOLLKIRCH,2013-07-08,16.1,7.7,8.9,191.0,6.0,,2.45,,0.255,1.0,,,,2.0,7.0
02031800,LA MAGEL A MOLLKIRCH,2013-08-06,18.8,8.2,8.3,125.0,15.0,,2.72,,0.179,0.5,,,,2.0,11.0
02031800,LA MAGEL A MOLLKIRCH,2013-09-02,13.6,9.0,9.8,127.0,3.0,,2.16,,0.11,0.5,,,,2.0,5.0
02031800,LA MAGEL A MOLLKIRCH,2013-09-30,11.6,8.8,10.2,133.0,8.0,,2.81,,0.104,0.5,,,,2.0,8.0
02031800,LA MAGEL A MOLLKIRCH,2013-10-28,12.4,7.9,10.3,105.0,8.0,,5.37,,0.051,0.5,,,,2.1,10.0
02031800,LA MAGEL A MOLLKIRCH,2013-11-26,4.0,6.5,12.4,106.0,3.0,,2.9,,0.034,0.5,,,,2.7,6.0
02032000,LA BRUCHE A GRESSWILLER,2013-01-17,2.0,7.7,13.4,121.0,5.4,2.8,1.5,5.0,0.04,0.5,0.09,0.07,0.02,2.6,5.0
02032000,LA BRUCHE A GRESSWILLER,2013-02-13,3.1,7.65,12.8,132.0,5.5,1.6,1.6,5.2,0.04,0.5,0.08,0.05,0.01,2.3,5.0
02032000,LA BRUCHE A GRESSWILLER,2013-03-13,3.4,7.7,13.5,114.0,6.9,2.5,2.0,4.4,0.04,0.5,0.06,0.09,0.01,1.1,8.0
02032000,LA BRUCHE A GRESSWILLER,2013-04-10,7.6,7.75,12.1,116.0,26.0,8.3,2.8,3.6,0.06,0.6,0.1,0.11,0.03,3.9,18.0
02032000,LA BRUCHE A GRESSWILLER,2013-05-10,12.8,7.85,12.9,123.0,6.0,2.0,2.1,3.5,0.04,0.5,0.09,0.05,0.02,0.8,8.0
02032000,LA BRUCHE A GRESSWILLER,2013-06-05,11.5,7.5,11.1,104.0,9.1,3.0,2.0,3.3,0.05,0.5,0.09,0.05,0.02,0.9,6.0
02032000,LA BRUCHE A GRESSWILLER,2013-07-03,15.4,7.5,9.7,141.0,12.0,2.2,2.5,4.0,0.07,0.5,0.14,0.05,0.06,1.2,10.0
02032000,LA BRUCHE A GRESSWILLER,2013-07-31,19.0,7.7,9.8,150.0,9.0,0.7,2.1,4.4,0.1,0.5,0.193,0.05,0.06,0.8,5.0
02032000,LA BRUCHE A GRESSWILLER,2013-08-28,16.0,7.7,9.7,130.0,33.0,27.1,3.3,3.9,0.09,0.5,0.144,0.06,0.04,2.2,17.0
02032000,LA BRUCHE A GRESSWILLER,2013-09-25,13.0,7.5,9.8,140.0,8.0,3.2,2.1,3.9,0.04,0.5,0.128,0.05,0.01,0.5,10.0
02032000,LA BRUCHE A GRESSWILLER,2013-10-23,12.0,7.5,10.3,120.0,10.0,4.7,2.9,3.7,0.06,0.5,0.111,0.05,0.01,3.6,12.0
02032000,LA BRUCHE A GRESSWILLER,2013-11-20,6.9,7.7,11.6,120.0,8.0,4.5,3.2,3.8,0.05,0.5,0.105,0.05,0.01,1.8,8.0
02032800,LA MOSSIG A ROMANSWILLER,2013-01-21,4.2,8.3,12.3,112.0,2.0,,1.31,,0.041,0.5,,,,2.0,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-02-18,4.7,7.9,9.5,106.0,3.0,,1.43,,0.035,0.5,,,,2.6,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-03-18,6.1,7.2,11.3,107.0,6.0,,1.81,,0.044,0.5,,,,2.1,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-04-15,11.2,6.9,10.1,97.0,5.0,,1.42,,0.036,0.6,,,,2.0,9.0
02032800,LA MOSSIG A ROMANSWILLER,2013-05-13,9.3,7.4,10.5,95.0,4.0,,1.72,,0.04,0.6,,,,3.8,7.0
02032800,LA MOSSIG A ROMANSWILLER,2013-06-10,11.8,7.1,10.0,94.0,6.0,,2.01,,0.052,0.6,,,,2.0,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-07-08,14.2,7.7,9.4,100.0,4.0,,1.43,,0.074,0.5,,,,2.0,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-08-06,16.4,7.9,9.0,98.0,3.0,,1.16,,0.055,0.5,,,,2.0,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-09-02,12.5,8.9,9.7,98.0,3.0,,1.04,,0.077,0.5,,,,2.0,5.0
02032800,LA MOSSIG A ROMANSWILLER,2013-09-30,10.7,8.0,10.3,100.0,4.0,,1.45,,0.074,0.5,,,,2.0,6.0
02032800,LA MOSSIG A ROMANSWILLER,2013-10-28,12.4,8.1,10.3,97.0,3.0,,3.15,,0.051,0.5,,,,2.0,7.0
02032800,LA MOSSIG A ROMANSWILLER,2013-11-26,5.2,7.3,11.9,105.0,4.0,,2.01,,0.038,0.5,,,,2.4,5.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-01-17,2.5,7.55,12.0,570.0,9.5,3.0,2.1,14.0,0.1,0.5,0.2,0.11,0.06,2.7,6.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-02-14,2.6,7.55,13.9,527.0,8.8,4.2,2.2,15.0,0.07,0.5,0.16,0.16,0.07,1.5,10.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-03-14,2.9,7.75,12.2,478.0,5.8,1.6,2.0,13.0,0.07,0.5,0.14,0.15,0.06,2.8,6.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-04-11,9.2,7.75,10.0,540.0,5.5,1.4,3.1,10.0,0.09,0.6,0.2,0.16,0.11,1.8,5.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-05-13,10.8,7.95,8.0,511.0,14.0,6.1,2.7,12.0,0.09,0.5,0.23,0.06,0.09,1.5,14.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-06-06,13.0,7.9,8.0,498.0,18.0,4.7,2.3,12.0,0.1,0.5,0.25,0.07,0.08,0.9,9.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-07-04,15.1,8.2,6.7,571.0,13.0,2.9,2.4,12.0,0.17,0.5,0.42,0.1,0.14,0.5,8.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-08-01,19.0,7.8,6.7,620.0,13.0,0.4,2.6,12.2,0.24,0.5,0.574,0.05,0.08,1.3,8.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-08-29,15.0,7.5,8.0,590.0,13.0,3.7,2.6,10.5,0.2,0.5,0.516,0.08,0.12,0.8,9.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-09-26,14.0,8.1,9.8,580.0,10.0,3.6,2.0,11.0,0.13,0.5,0.35,0.05,0.07,1.2,6.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-10-24,12.0,7.9,9.4,510.0,15.0,2.8,3.1,8.9,0.11,0.5,0.273,0.05,0.06,2.0,11.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-11-21,7.3,8.0,9.9,530.0,20.0,6.3,3.9,11.9,0.09,0.5,0.243,0.05,0.05,2.0,11.0
02035000,LA MOSSIG A SOULTZ-LES-BAINS,2013-12-17,3.9,,13.6,,,,1.8,,,,,,,2.6,
02035500,LA BRUCHE A WOLXHEIM,2013-01-21,3.0,7.7,12.2,257.0,2.0,,1.73,,0.061,0.6,,,,2.1,5.0
02035500,LA BRUCHE A WOLXHEIM,2013-02-18,4.6,8.1,9.7,186.0,3.0,,1.82,,0.115,0.7,,,,2.7,5.0
02035500,LA BRUCHE A WOLXHEIM,2013-03-18,5.0,7.3,11.5,163.0,11.0,,2.43,,0.049,0.7,,,,2.5,8.0
02035500,LA BRUCHE A WOLXHEIM,2013-04-15,11.8,7.3,10.5,122.0,7.0,,1.76,,0.034,0.5,,,,2.0,11.0
02035500,LA BRUCHE A WOLXHEIM,2013-05-13,10.7,7.6,10.7,153.0,5.0,,2.34,,0.051,0.6,,,,3.7,8.0
02035500,LA BRUCHE A WOLXHEIM,2013-06-10,14.0,7.3,9.6,165.0,11.0,,2.79,,0.061,0.7,,,,2.0,6.0
02035500,LA BRUCHE A WOLXHEIM,2013-07-08,19.2,7.8,8.8,170.0,7.0,,2.33,,0.086,0.7,,,,2.0,7.0
02035500,LA BRUCHE A WOLXHEIM,2013-08-06,21.5,7.8,8.3,199.0,7.0,,2.02,,0.072,0.5,,,,2.0,7.0
02035500,LA BRUCHE A WOLXHEIM,2013-09-02,16.4,9.2,9.5,203.0,5.0,,1.97,,0.075,0.5,,,,2.0,5.0
02035500,LA BRUCHE A WOLXHEIM,2013-09-30,13.6,7.8,10.0,177.0,4.0,,2.62,,0.064,0.5,,,,2.0,5.0
02035500,LA BRUCHE A WOLXHEIM,2013-10-28,13.1,8.1,10.2,138.0,10.0,,4.71,,0.07,0.5,,,,2.2,12.0
02035500,LA BRUCHE A WOLXHEIM,2013-11-26,5.6,7.4,11.9,157.0,5.0,,2.28,,0.049,0.5,,,,2.5,6.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-01-21,2.3,6.9,12.9,233.0,7.0,,2.05,,0.052,0.5,,,,2.0,6.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-02-18,4.9,8.1,9.6,150.0,3.0,,1.94,,0.038,0.6,,,,2.7,5.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-03-18,5.2,8.3,12.0,140.0,12.0,,2.52,,0.049,0.7,,,,2.6,7.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-04-15,11.4,6.5,9.9,121.0,10.0,,1.93,,0.039,0.6,,,,2.0,14.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-05-13,11.2,7.4,10.2,145.0,6.0,,2.57,,0.045,0.5,,,,3.8,9.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-06-10,14.7,6.8,8.7,147.0,23.0,,4.21,,0.089,0.9,,,,2.3,12.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-07-08,20.2,7.6,8.0,197.0,11.0,,2.84,,0.095,0.9,,,,2.0,10.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-08-06,22.3,7.8,6.9,272.0,8.0,,2.7,,0.086,0.5,,,,2.0,9.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-09-02,16.8,9.1,8.6,237.0,22.0,,2.17,,0.143,0.6,,,,2.0,6.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-09-30,13.6,8.0,9.3,196.0,22.0,,2.65,,0.09,0.5,,,,2.0,7.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-10-28,13.6,7.5,9.5,125.0,19.0,,5.06,,0.086,0.6,,,,2.4,13.0
02035750,LE BRAS D'ALTORF A DUPPIGHEIM,2013-11-26,5.0,7.8,11.7,140.0,6.0,,2.51,,0.048,0.5,,,,2.4,6.0
02036000,LA BRUCHE A HOLTZHEIM,2013-01-16,2.2,7.95,9.6,165.0,4.4,2.8,1.6,5.9,0.05,0.5,0.15,0.12,0.04,0.5,5.0
02036000,LA BRUCHE A HOLTZHEIM,2013-02-14,1.8,7.7,12.9,167.0,6.0,0.32,1.9,6.0,0.05,0.5,0.12,0.05,0.14,0.5,7.0
02036000,LA BRUCHE A HOLTZHEIM,2013-03-14,2.3,7.75,14.1,150.0,5.8,2.2,1.8,5.2,0.04,0.5,0.08,0.15,0.04,2.4,6.0
02036000,LA BRUCHE A HOLTZHEIM,2013-04-11,8.4,7.65,11.3,168.0,5.3,0.1,3.3,4.1,0.05,0.5,0.09,0.05,0.06,1.2,7.0
02036000,LA BRUCHE A HOLTZHEIM,2013-05-13,10.9,7.5,11.5,169.0,11.0,3.0,2.6,4.5,0.06,0.5,0.16,0.05,0.04,1.5,8.0
02036000,LA BRUCHE A HOLTZHEIM,2013-06-06,13.9,7.45,10.1,157.0,17.0,3.8,2.3,4.3,0.07,0.5,0.19,0.06,0.04,1.2,8.0
02036000,LA BRUCHE A HOLTZHEIM,2013-07-04,16.1,7.45,9.3,168.0,23.0,2.6,2.4,4.6,0.11,0.5,0.2,0.05,0.07,0.6,15.0
02036000,LA BRUCHE A HOLTZHEIM,2013-08-01,20.0,7.7,9.2,250.0,9.0,0.3,2.5,5.3,0.1,0.5,0.227,0.05,0.08,1.1,7.0
02036000,LA BRUCHE A HOLTZHEIM,2013-08-29,16.0,7.7,8.9,210.0,16.0,11.2,3.1,4.7,0.1,0.5,0.218,0.05,0.05,8.6,9.0
02036000,LA BRUCHE A HOLTZHEIM,2013-09-26,14.0,7.6,9.3,240.0,15.0,2.5,2.4,6.3,0.06,0.5,0.137,0.05,0.02,1.4,8.0
02036000,LA BRUCHE A HOLTZHEIM,2013-10-24,13.0,7.5,9.9,140.0,11.0,6.7,3.7,3.8,0.05,0.5,0.109,0.05,0.02,1.7,18.0
02036000,LA BRUCHE A HOLTZHEIM,2013-11-21,6.4,7.1,12.2,170.0,7.0,4.2,3.1,4.9,0.05,0.5,0.111,0.05,0.03,1.3,8.0
02036000,LA BRUCHE A HOLTZHEIM,2013-12-18,3.6,,13.1,,,,1.6,,,,,,,1.4,
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-01-21,3.1,7.4,13.2,848.0,5.0,,2.07,,0.101,0.6,,,,2.2,6.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-02-18,5.1,8.6,10.5,625.0,5.0,,2.33,,0.074,0.8,,,,2.9,6.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-03-18,6.4,7.6,11.9,493.0,13.0,,3.08,,0.11,0.8,,,,3.0,9.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-04-15,14.9,8.1,11.0,510.0,8.0,,2.5,,0.08,0.5,,,,2.2,13.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-05-13,11.6,7.7,10.0,501.0,13.0,,2.55,,0.115,0.6,,,,3.9,9.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-06-10,14.7,7.8,8.9,631.0,29.0,,3.57,,0.147,0.7,,,,2.1,9.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-07-08,20.5,7.9,8.6,495.0,25.0,,2.61,,0.161,0.9,,,,2.0,11.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-08-06,21.5,7.8,7.6,527.0,22.0,,2.45,,0.19,0.5,,,,2.0,8.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-09-02,17.2,9.3,9.2,500.0,3.0,,2.58,,0.087,0.5,,,,2.0,5.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-09-30,14.1,7.9,9.8,432.0,9.0,,2.57,,0.107,0.5,,,,2.0,5.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-10-28,13.9,8.2,9.0,511.0,26.0,,4.34,,0.178,0.9,,,,3.1,15.0
02036230,LE CANAL DE LA BRUCHE DECLASSE A ERNOLSHEIM-BRUCHE,2013-11-26,5.6,8.1,11.7,592.0,9.0,,3.08,,0.093,0.5,,,,2.6,7.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-01-16,2.5,7.95,11.0,578.0,30.0,7.2,2.0,15.0,0.11,0.5,0.25,0.07,0.06,1.0,5.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-02-14,2.3,8.35,13.3,554.0,5.9,3.6,2.3,15.0,0.07,0.5,0.17,0.08,0.05,0.8,5.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-03-14,2.7,8.35,14.5,490.0,6.5,2.5,2.2,12.0,0.07,0.5,0.15,0.11,0.07,2.2,5.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-04-11,9.5,8.2,10.9,551.0,10.0,3.6,2.9,10.0,0.09,0.6,0.16,0.08,0.12,0.9,8.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-05-13,12.7,7.9,11.7,562.0,16.0,11.0,2.7,13.0,0.11,0.5,0.32,0.12,0.16,1.8,12.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-06-06,16.2,7.95,9.1,527.0,19.0,9.9,2.5,11.0,0.12,0.5,0.26,0.14,0.11,1.4,5.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-07-04,17.0,7.95,9.2,575.0,30.0,13.0,2.7,12.0,0.21,0.7,0.47,0.25,0.27,1.5,12.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-08-01,20.0,8.0,6.9,520.0,27.0,0.4,2.9,8.3,0.18,0.5,0.401,0.1,0.13,1.7,9.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-08-29,17.0,8.0,9.2,420.0,22.0,2.0,2.9,8.1,0.16,0.5,0.47,0.11,0.15,0.8,12.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-09-26,15.0,8.0,9.4,440.0,27.0,2.0,2.1,9.1,0.11,0.7,0.245,0.05,0.05,1.9,7.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-10-24,13.0,8.0,10.0,530.0,13.0,6.6,2.3,8.9,0.11,0.5,0.269,0.05,0.07,2.4,13.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-11-21,6.7,8.0,12.8,510.0,15.0,8.5,3.9,9.4,0.16,0.7,0.384,0.12,0.1,2.5,12.0
02036250,LE CANAL DE LA BRUCHE DECLASSE A ACHENHEIM,2013-12-18,3.3,,13.1,,,,1.8,,,,,,,1.5,
02036260,LE CANAL DE LA BRUCHE DECLASSE A WOLFISHEIM,2013-01-21,2.7,7.4,13.2,712.0,6.0,,2.08,,0.1,0.5,,,,2.1,7.0
02036260,LE CANAL DE LA BRUCHE DECLASSE A WOLFISHEIM,2013-02-18,4.8,8.5,10.4,667.0,7.0,,2.51,,0.082,0.8,,,,3.7,7.0
