CdStationMesureEauxSurface,LbStationMesureEauxSurface,DatePrel,Température,pH,O2_dissous,Conductivité,MES,Turbidité,Carbone_org,Nitrates,Phosphore_total,Azote_Kjeldahl,Orthophosphates,Ammonium,Nitrites,DBO5,DCO
02003350,LA LARGUE A SEPPOIS-LE-BAS,2013-07-22,17.0,8.0,11.8,453.0,2.8,2.1,2.1,14.0,0.12,0.5,0.29,0.13,0.13,0.5,8.0
02003350,LA LARGUE A SEPPOIS-LE-BAS,2013-08-19,,,,,,,,13.8,,,,,,,
02003350,LA LARGUE A SEPPOIS-LE-BAS,2013-09-16,13.0,8.0,9.0,490.0,4.0,1.9,2.5,14.0,0.11,0.5,0.298,0.16,0.11,1.3,8.0
02003350,LA LARGUE A SEPPOIS-LE-BAS,2013-10-14,,,,,,,,12.3,,,,,,,
02003350,LA LARGUE A SEPPOIS-LE-BAS,2013-11-12,7.1,8.1,11.3,440.0,9.0,8.9,3.6,10.7,0.1,0.5,0.209,0.1,0.07,2.6,9.0
02003400,LA LARGUE A FRIESEN,2013-01-09,4.7,8.3,11.8,471.0,5.5,4.1,1.7,13.0,0.09,0.8,0.2,0.09,0.09,0.6,5.0
02003400,LA LARGUE A FRIESEN,2013-02-04,4.8,8.15,12.0,369.0,38.0,26.0,4.0,8.7,0.1,0.7,0.19,0.14,0.04,2.3,14.0
02003400,LA LARGUE A FRIESEN,2013-03-04,3.7,8.4,12.6,413.0,7.3,7.3,2.5,11.0,0.07,0.5,0.11,0.08,0.06,0.6,5.0
02003400,LA LARGUE A FRIESEN,2013-04-02,5.3,8.35,11.9,420.0,7.5,3.6,2.8,10.0,0.07,0.5,0.13,0.06,0.05,2.0,11.0
02003400,LA LARGUE A FRIESEN,2013-04-29,9.8,8.0,10.6,391.0,22.0,8.1,4.3,9.9,0.1,0.9,0.19,0.14,0.09,4.2,17.0
02003400,LA LARGUE A FRIESEN,2013-05-27,9.7,8.15,11.0,449.0,5.4,2.3,2.5,12.0,0.08,0.5,0.2,0.09,0.11,1.2,8.0
02003400,LA LARGUE A FRIESEN,2013-06-24,13.8,8.25,9.0,466.0,35.0,21.0,2.4,14.0,0.12,0.5,0.04,0.08,0.14,1.1,7.0
02003400,LA LARGUE A FRIESEN,2013-07-22,18.0,8.0,13.4,467.0,8.7,4.6,2.2,15.0,0.15,0.5,0.36,0.13,0.29,0.5,9.0
02003400,LA LARGUE A FRIESEN,2013-08-19,17.0,8.0,8.3,460.0,11.0,4.5,2.1,,0.13,0.5,0.322,0.07,0.18,1.2,5.0
02003400,LA LARGUE A FRIESEN,2013-09-16,14.0,8.1,8.8,460.0,7.0,2.7,2.6,14.6,0.14,0.5,0.349,0.07,0.12,1.3,9.0
02003400,LA LARGUE A FRIESEN,2013-10-14,12.0,8.2,9.7,440.0,15.0,1.1,4.6,12.5,0.13,0.7,0.275,0.07,0.09,2.3,15.0
02003400,LA LARGUE A FRIESEN,2013-11-12,7.2,8.1,10.8,410.0,16.0,13.9,3.9,10.7,0.12,0.6,0.233,0.09,0.08,1.9,16.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-01-07,5.5,8.1,12.3,441.0,9.4,7.2,2.9,14.0,0.1,0.8,0.29,0.26,0.15,1.1,5.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-02-05,5.9,7.95,11.8,299.0,93.0,69.0,5.4,8.0,0.15,1.2,0.21,0.12,0.05,1.2,21.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-03-05,3.6,8.3,12.9,454.0,15.0,4.4,2.5,12.0,0.05,0.8,0.12,0.21,0.09,2.9,5.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-04-03,5.8,8.2,12.7,420.0,7.1,3.0,3.0,11.0,0.05,0.6,0.14,0.11,0.07,2.0,8.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-04-29,10.5,7.9,9.9,367.0,27.0,15.0,5.9,13.0,0.14,1.2,0.25,0.17,0.16,4.1,22.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-05-28,11.4,7.9,10.1,470.0,6.6,3.4,3.6,12.0,0.17,0.5,0.42,0.12,0.16,1.4,6.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-06-25,15.1,8.0,8.8,508.0,14.0,5.6,3.5,13.0,0.24,0.6,0.52,0.12,0.28,1.4,10.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-07-23,20.7,7.8,8.6,492.0,17.0,7.9,3.2,11.0,0.24,0.5,0.61,0.07,0.12,0.5,13.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-08-20,18.0,8.05,6.5,490.0,17.0,11.0,2.7,13.2,0.25,0.5,0.625,0.05,0.06,1.2,8.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-09-17,13.0,8.1,9.4,440.0,19.0,6.8,3.2,13.1,0.19,0.6,0.477,0.1,0.16,1.9,13.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-10-15,12.0,8.0,9.6,380.0,53.0,32.7,5.6,14.8,0.21,1.0,0.364,0.1,0.13,1.9,22.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-11-13,7.9,8.0,12.2,400.0,16.0,13.7,4.4,12.4,0.13,0.6,0.311,0.1,0.1,2.1,17.0
02003800,LA LARGUE A SPECHBACH-LE-BAS,2013-12-10,2.8,8.2,12.3,560.0,8.0,3.9,3.5,14.1,0.12,0.7,0.246,0.35,0.17,2.3,7.0
02004000,L'ILL A BRUNSTATT,2013-01-08,5.7,8.4,12.1,567.0,5.8,5.1,2.6,18.0,0.1,0.8,0.26,0.21,0.17,1.0,11.0
02004000,L'ILL A BRUNSTATT,2013-02-05,6.8,7.75,10.0,419.0,30.0,79.0,3.8,12.0,0.2,1.3,0.22,0.14,0.06,1.4,21.0
02004000,L'ILL A BRUNSTATT,2013-03-05,5.4,8.45,9.6,591.0,5.9,2.9,2.3,18.0,0.04,0.5,0.15,0.12,0.1,3.0,5.0
02004000,L'ILL A BRUNSTATT,2013-04-03,6.8,8.4,12.0,530.0,4.5,2.3,2.7,15.0,0.06,0.5,0.2,0.06,0.08,2.4,5.0
02004000,L'ILL A BRUNSTATT,2013-05-02,11.7,8.1,8.5,546.0,9.9,4.0,3.2,14.0,0.11,0.6,0.25,0.13,0.17,1.3,10.0
02004000,L'ILL A BRUNSTATT,2013-05-28,11.8,8.15,10.6,586.0,4.0,2.0,3.1,16.0,0.15,0.5,0.36,0.12,0.14,1.3,5.0
02004000,L'ILL A BRUNSTATT,2013-06-25,15.8,8.1,8.0,630.0,22.0,15.0,2.5,18.0,0.19,0.5,0.41,0.09,0.27,1.2,10.0
02004000,L'ILL A BRUNSTATT,2013-07-23,21.9,8.0,8.2,609.0,11.0,7.2,3.0,14.0,0.17,0.5,0.45,0.05,0.16,1.3,10.0
02004000,L'ILL A BRUNSTATT,2013-08-20,19.0,8.1,9.8,580.0,13.0,10.9,2.6,15.6,0.2,0.5,0.537,0.05,0.1,0.6,10.0
02004000,L'ILL A BRUNSTATT,2013-09-17,14.0,8.2,8.8,540.0,12.0,5.3,3.0,15.9,0.24,0.8,0.679,0.4,0.21,1.5,10.0
02004000,L'ILL A BRUNSTATT,2013-10-15,12.0,8.2,9.5,500.0,13.0,5.7,4.4,14.6,0.16,0.5,0.391,0.14,0.14,2.0,15.0
02004000,L'ILL A BRUNSTATT,2013-11-13,8.5,8.3,10.5,560.0,15.0,12.8,3.8,15.6,0.12,0.5,0.25,0.1,0.11,1.6,6.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-01-07,5.0,7.55,12.4,50.0,2.0,0.49,1.1,1.8,0.01,0.5,0.02,0.05,0.01,0.5,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-02-05,4.0,7.35,12.1,34.0,2.2,0.1,1.5,1.8,0.01,0.5,0.04,0.05,0.01,0.5,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-03-05,3.0,7.75,12.6,47.0,2.0,0.3,0.9,2.0,0.01,0.5,0.017,0.05,0.01,1.6,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-04-03,3.5,7.9,12.8,46.0,2.0,0.43,1.1,1.3,0.02,0.5,0.04,0.05,0.01,1.2,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-04-29,6.7,7.65,11.1,48.0,2.0,0.11,1.1,1.1,0.01,0.5,0.015,0.05,0.01,0.8,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-05-28,8.4,7.45,10.7,47.0,2.0,0.45,1.0,1.2,0.01,0.5,0.02,0.05,0.01,0.6,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-06-25,9.2,8.15,10.5,47.0,2.0,0.14,1.4,0.9,0.01,0.5,0.02,0.05,0.01,0.5,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-07-23,13.6,7.6,10.1,54.0,2.0,0.3,1.1,1.5,0.01,0.5,0.04,0.05,0.01,1.4,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-08-20,12.0,7.6,7.9,55.0,2.0,0.1,1.0,1.6,0.01,0.5,0.033,0.05,0.01,0.5,5.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-09-17,8.9,7.8,10.6,57.0,4.0,0.7,2.0,2.6,0.01,0.5,0.015,0.05,0.01,0.8,6.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-10-15,9.6,8.0,10.0,51.0,2.0,0.6,2.1,2.0,0.01,0.5,0.019,0.05,0.01,1.5,7.0
02004300,LA DOLLER A SEWEN (LERCHENMATT),2013-11-13,6.8,7.6,12.0,39.0,2.0,0.4,1.2,1.6,0.01,0.5,0.02,0.05,0.01,1.4,8.0
02005700,LA DOLLER A REININGUE,2013-01-09,6.0,7.45,12.1,128.0,2.3,2.2,1.6,5.5,0.04,0.7,0.1,0.09,0.03,0.5,6.0
02005700,LA DOLLER A REININGUE,2013-02-06,4.3,7.0,13.6,107.0,7.2,6.7,2.3,3.8,0.04,0.5,0.09,0.05,0.01,1.1,6.0
02005700,LA DOLLER A REININGUE,2013-03-06,5.5,7.75,13.1,180.0,2.2,1.1,1.4,6.6,0.02,0.5,0.04,0.05,0.02,2.3,5.0
02005700,LA DOLLER A REININGUE,2013-04-04,5.5,7.7,16.1,161.0,2.0,0.49,1.6,4.3,0.01,0.5,0.015,0.05,0.02,2.2,7.0
02005700,LA DOLLER A REININGUE,2013-05-02,11.4,7.6,11.2,143.0,2.3,1.5,1.8,4.5,0.02,0.5,0.05,0.05,0.03,0.9,6.0
02005700,LA DOLLER A REININGUE,2013-05-29,10.7,7.7,12.4,124.0,2.5,1.5,2.1,3.3,0.03,0.5,0.09,0.05,0.07,1.1,5.0
02005700,LA DOLLER A REININGUE,2013-06-26,14.2,7.4,7.9,220.0,2.0,0.47,1.3,7.0,0.03,0.5,0.08,0.05,0.03,1.1,6.0
02005700,LA DOLLER A REININGUE,2013-07-24,16.0,7.35,7.7,230.0,2.0,0.9,1.5,5.1,0.01,0.5,0.015,0.05,0.02,0.5,6.0
02005700,LA DOLLER A REININGUE,2013-08-21,15.0,7.45,8.2,220.0,4.0,1.4,1.4,5.5,0.02,0.5,0.04,0.05,0.01,0.5,5.0
02005700,LA DOLLER A REININGUE,2013-09-18,14.0,7.7,10.4,140.0,82.0,6.7,2.7,3.1,0.07,1.4,0.162,0.18,0.04,5.2,48.0
02005700,LA DOLLER A REININGUE,2013-10-16,12.0,7.5,10.2,94.0,16.0,2.3,3.1,3.0,0.05,0.5,0.084,0.05,0.02,1.9,17.0
02005700,LA DOLLER A REININGUE,2013-11-14,8.7,7.4,11.1,98.0,4.0,2.0,2.3,4.3,0.03,0.5,0.071,0.13,0.01,1.5,7.0
02007000,L'ILL A RUELISHEIM,2013-01-10,5.7,8.2,12.3,423.0,5.5,4.4,2.0,13.0,0.06,0.5,0.18,0.1,0.1,2.4,6.0
02007000,L'ILL A RUELISHEIM,2013-02-06,4.9,8.05,12.4,300.0,100.0,41.0,4.2,8.0,0.15,1.0,0.22,0.11,0.04,1.2,46.0
02007000,L'ILL A RUELISHEIM,2013-03-06,5.0,8.55,8.5,487.0,3.5,2.3,1.9,13.0,0.03,0.5,0.04,0.05,0.06,2.8,5.0
02007000,L'ILL A RUELISHEIM,2013-05-02,12.1,8.1,11.2,444.0,9.9,3.4,2.7,10.0,0.07,0.5,0.15,0.05,0.1,0.7,9.0
02007000,L'ILL A RUELISHEIM,2013-05-29,12.0,8.0,10.2,410.0,9.7,2.6,1.7,10.0,0.08,0.5,0.17,0.05,0.09,0.7,5.0
02007000,L'ILL A RUELISHEIM,2013-06-26,17.1,8.2,9.6,468.0,19.0,6.4,2.4,11.0,0.1,0.5,0.21,0.05,0.13,1.4,9.0
02007000,L'ILL A RUELISHEIM,2013-07-24,23.0,8.0,9.0,410.0,22.0,4.3,2.2,7.8,0.08,0.7,0.164,0.05,0.08,0.5,11.0
02007000,L'ILL A RUELISHEIM,2013-08-21,20.0,8.15,8.9,370.0,12.0,4.3,1.8,5.8,0.05,0.5,0.103,0.05,0.04,0.5,9.0
02007000,L'ILL A RUELISHEIM,2013-09-18,15.0,7.9,8.2,350.0,22.0,2.6,2.7,7.8,0.18,1.0,0.378,0.4,0.11,5.0,12.0
02007000,L'ILL A RUELISHEIM,2013-10-16,12.0,8.0,11.8,320.0,19.0,4.4,3.3,7.3,0.1,1.7,0.25,0.05,0.08,1.6,14.0
02007000,L'ILL A RUELISHEIM,2013-11-14,8.7,8.1,10.1,330.0,18.0,7.5,2.9,9.9,0.07,0.5,0.196,0.05,0.05,1.3,13.0
02009000,LA THUR A WILLER-SUR-THUR,2013-01-09,5.6,7.4,12.3,91.0,2.0,0.98,1.6,3.0,0.04,0.6,0.07,0.05,0.01,0.5,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-02-06,4.3,7.05,13.5,87.0,3.2,1.8,1.8,2.3,0.02,0.5,0.08,0.07,0.01,0.8,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-03-06,6.1,7.9,14.4,125.0,2.0,0.63,1.7,3.0,0.04,0.5,0.1,0.05,0.01,0.5,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-04-04,6.3,8.0,14.9,114.0,2.0,0.4,1.6,2.7,0.03,0.5,0.04,0.08,0.07,1.9,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-05-02,11.5,8.0,11.2,97.0,2.1,0.77,1.7,1.9,0.03,0.5,0.05,0.05,0.02,1.2,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-05-29,8.6,7.8,11.8,91.0,2.0,0.94,2.4,1.9,0.02,0.5,0.05,0.05,0.01,1.1,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-06-26,10.8,7.75,10.5,102.0,2.6,0.72,1.9,2.2,0.05,0.5,0.09,0.05,0.01,1.0,7.0
02009000,LA THUR A WILLER-SUR-THUR,2013-07-24,16.0,7.75,9.2,150.0,2.0,0.5,2.1,3.0,0.09,0.5,0.205,0.05,0.03,0.5,5.0
02009000,LA THUR A WILLER-SUR-THUR,2013-08-21,14.0,7.7,10.4,100.0,2.0,0.6,1.4,2.4,0.03,0.5,0.08,0.05,0.01,0.5,6.0
02009000,LA THUR A WILLER-SUR-THUR,2013-09-18,13.0,7.5,10.8,90.0,62.0,3.7,4.5,3.8,0.11,1.2,0.112,0.12,0.02,2.9,43.0
02009000,LA THUR A WILLER-SUR-THUR,2013-10-16,11.0,7.4,10.3,76.0,8.0,1.1,3.1,3.1,0.03,0.5,0.074,0.06,0.01,1.6,10.0
02009000,LA THUR A WILLER-SUR-THUR,2013-11-14,8.8,7.6,11.2,71.0,3.0,1.1,2.0,2.8,0.03,0.5,0.061,0.05,0.01,1.4,9.0
02010000,LA THUR A STAFFELFELDEN,2013-01-09,6.7,7.5,12.1,198.0,2.0,1.1,1.7,5.3,0.07,0.7,0.16,0.1,0.03,0.6,6.0
02010000,LA THUR A STAFFELFELDEN,2013-02-06,5.6,7.0,10.3,149.0,6.7,2.6,2.3,4.0,0.05,0.5,0.13,0.13,0.02,1.8,8.0
02010000,LA THUR A STAFFELFELDEN,2013-03-06,8.0,8.35,13.3,363.0,2.0,0.56,1.6,5.5,0.07,0.5,0.22,0.2,0.06,2.3,5.0
02010000,LA THUR A STAFFELFELDEN,2013-04-04,8.3,8.4,14.8,338.0,2.5,0.12,2.1,4.6,0.07,0.5,0.17,0.28,0.07,1.9,8.0
02010000,LA THUR A STAFFELFELDEN,2013-05-02,13.5,8.25,11.7,221.0,2.0,0.62,2.0,3.1,0.06,0.5,0.15,0.2,0.07,1.0,10.0
02010000,LA THUR A STAFFELFELDEN,2013-05-29,10.7,7.7,10.9,216.0,4.1,1.1,1.9,2.8,0.09,0.6,0.19,0.4,0.07,2.0,6.0
02010000,LA THUR A STAFFELFELDEN,2013-06-26,16.1,7.85,9.9,411.0,3.8,0.87,2.1,3.6,0.08,0.5,0.17,0.06,0.06,0.8,10.0
02010000,LA THUR A STAFFELFELDEN,2013-07-24,21.0,8.0,14.0,470.0,2.0,1.2,2.5,4.5,0.11,0.5,0.298,0.05,0.04,0.5,10.0
02010000,LA THUR A STAFFELFELDEN,2013-08-21,19.0,8.4,9.8,440.0,3.0,0.6,1.6,3.1,0.06,0.5,0.147,0.05,0.02,0.5,5.0
02010000,LA THUR A STAFFELFELDEN,2013-09-18,15.0,7.7,10.2,240.0,87.0,5.8,3.4,3.3,0.15,2.2,0.336,0.61,0.05,7.5,41.0
02010000,LA THUR A STAFFELFELDEN,2013-10-16,12.0,7.6,10.3,170.0,19.0,3.0,3.5,4.2,0.06,0.7,0.12,0.14,0.02,2.0,18.0
02010000,LA THUR A STAFFELFELDEN,2013-11-14,9.5,7.3,10.9,140.0,4.0,1.9,2.2,4.0,0.05,0.5,0.136,0.19,0.03,2.1,10.0
02011000,LA THUR A ENSISHEIM,2013-01-10,6.6,7.65,12.8,223.0,2.0,1.2,1.7,6.7,0.07,0.5,0.19,0.11,0.05,1.4,5.0
02011000,LA THUR A ENSISHEIM,2013-02-06,4.5,7.55,12.7,149.0,4.4,2.2,2.1,4.1,0.05,0.5,0.12,0.11,0.02,2.3,5.0
02011000,LA THUR A ENSISHEIM,2013-03-06,6.8,8.15,8.4,411.0,2.0,0.8,2.0,7.2,0.05,0.5,0.018,0.07,0.07,0.5,5.0
02011000,LA THUR A ENSISHEIM,2013-04-04,6.9,8.6,13.6,380.0,2.0,0.47,2.5,5.5,0.07,0.5,0.18,0.21,0.1,2.0,10.0
02011000,LA THUR A ENSISHEIM,2013-05-02,12.6,8.0,11.8,252.0,2.0,1.0,2.0,3.6,0.05,0.5,0.12,0.05,0.05,0.5,10.0
02011000,LA THUR A ENSISHEIM,2013-05-29,10.5,7.55,10.3,235.0,5.0,1.8,3.2,3.4,0.08,0.5,0.16,0.12,0.08,1.5,5.0
02011000,LA THUR A ENSISHEIM,2013-06-26,15.4,7.95,10.0,466.0,5.6,1.7,2.2,4.2,0.09,0.5,0.17,0.06,0.06,1.0,7.0
02011000,LA THUR A ENSISHEIM,2013-07-24,21.0,8.4,9.8,500.0,5.0,4.4,2.3,5.1,0.14,0.5,0.37,0.05,0.04,1.1,10.0
02011000,LA THUR A ENSISHEIM,2013-08-21,20.0,9.55,14.1,480.0,6.0,1.7,2.0,2.3,0.06,0.5,0.203,0.05,0.02,0.5,8.0
02011000,LA THUR A ENSISHEIM,2013-09-18,14.0,7.7,9.6,430.0,33.0,8.2,3.0,4.6,0.18,1.1,0.39,0.41,0.06,3.8,12.0
02011000,LA THUR A ENSISHEIM,2013-10-16,12.0,7.6,11.8,170.0,49.0,2.9,4.0,3.4,0.09,0.8,0.079,0.05,0.02,2.0,33.0
02011000,LA THUR A ENSISHEIM,2013-11-14,8.8,7.9,10.4,140.0,4.0,1.7,2.3,4.4,0.04,0.5,0.098,0.05,0.02,1.4,9.0
02013000,L'ILL A OBERHERGHEIM,2013-01-10,2.8,8.35,12.8,361.0,4.3,4.4,2.1,11.0,0.07,0.5,0.19,0.14,0.09,1.7,5.0
02013000,L'ILL A OBERHERGHEIM,2013-02-07,4.7,7.5,8.6,287.0,50.0,41.0,3.6,7.5,0.12,0.6,0.18,0.09,0.04,1.5,17.0
02013000,L'ILL A OBERHERGHEIM,2013-03-07,6.8,8.45,13.6,458.0,3.4,1.4,2.1,11.0,0.03,0.7,0.03,0.05,0.05,2.3,5.0
02013000,L'ILL A OBERHERGHEIM,2013-04-05,6.5,8.9,13.4,440.0,2.5,1.3,2.2,9.4,0.02,0.5,0.019,0.05,0.07,2.4,5.0
02013000,L'ILL A OBERHERGHEIM,2013-05-03,12.8,8.25,11.5,387.0,5.7,3.0,2.5,8.4,0.09,0.5,0.13,0.05,0.09,0.9,12.0
02013000,L'ILL A OBERHERGHEIM,2013-05-30,12.2,8.3,12.2,370.0,8.2,2.4,2.4,7.3,0.08,0.5,0.23,0.07,0.1,1.9,7.0
02013000,L'ILL A OBERHERGHEIM,2013-06-27,16.7,8.3,10.0,489.0,12.0,3.7,2.5,7.9,0.13,0.5,0.19,0.05,0.06,2.1,9.0
02013000,L'ILL A OBERHERGHEIM,2013-07-25,23.0,8.15,9.3,440.0,21.0,4.0,2.6,6.6,0.09,0.5,0.206,0.05,0.09,1.6,13.0
02013000,L'ILL A OBERHERGHEIM,2013-08-22,21.0,8.35,10.8,400.0,6.0,2.1,2.0,5.2,0.05,0.5,0.103,0.05,0.02,1.0,8.0
02013000,L'ILL A OBERHERGHEIM,2013-09-19,15.0,8.1,10.2,280.0,52.0,4.2,3.5,7.5,0.11,0.8,0.196,0.05,0.06,1.5,27.0
02013000,L'ILL A OBERHERGHEIM,2013-10-17,12.0,8.1,10.3,290.0,31.0,11.3,3.6,7.3,0.11,0.7,0.187,0.08,0.07,1.5,12.0
02013000,L'ILL A OBERHERGHEIM,2013-11-15,8.2,8.2,11.5,270.0,10.0,4.1,2.2,7.5,0.05,0.5,0.133,0.05,0.04,1.6,6.0
02016050,LA LAUCH A BUHL (AVAL),2013-01-09,,,,,,,,2.7,,,,,,,
02016050,LA LAUCH A BUHL (AVAL),2013-02-07,4.1,7.45,13.4,70.0,8.8,1.6,2.0,2.6,0.02,0.5,0.06,0.05,0.01,1.2,5.0
02016050,LA LAUCH A BUHL (AVAL),2013-03-07,,,,,,,,2.3,,,,,,,
02016050,LA LAUCH A BUHL (AVAL),2013-04-05,4.1,8.05,14.2,76.0,6.1,0.3,1.4,1.6,0.02,0.5,0.015,0.05,0.01,1.8,5.0
02016050,LA LAUCH A BUHL (AVAL),2013-05-03,,,,,,,,1.8,,,,,,,
02016050,LA LAUCH A BUHL (AVAL),2013-05-30,8.4,7.6,11.1,71.0,2.0,0.35,1.5,1.7,0.02,0.5,0.03,0.06,0.01,0.8,7.0
02016050,LA LAUCH A BUHL (AVAL),2013-06-27,11.7,7.55,10.4,92.0,2.2,0.65,1.4,1.6,0.01,0.5,0.06,0.06,0.01,1.7,5.0
02016050,LA LAUCH A BUHL (AVAL),2013-07-25,18.0,7.65,9.8,100.0,2.0,0.6,1.7,2.0,0.02,0.5,0.065,0.05,0.01,0.5,8.0
02016050,LA LAUCH A BUHL (AVAL),2013-08-22,,,,,,,,1.7,,,,,,,
02016050,LA LAUCH A BUHL (AVAL),2013-09-19,12.0,7.7,10.4,89.0,13.0,3.8,3.2,3.6,0.01,0.5,0.023,0.05,0.01,0.5,15.0
02016050,LA LAUCH A BUHL (AVAL),2013-10-17,,,,,,,,2.6,,,,,,,
02016050,LA LAUCH A BUHL (AVAL),2013-11-15,7.0,7.6,11.9,60.0,4.0,1.5,1.5,2.5,0.01,0.5,0.033,0.05,0.01,1.7,5.0
02017000,LA LAUCH A MERXHEIM,2013-01-10,6.6,7.55,12.2,147.0,2.0,1.3,2.0,5.0,0.08,0.7,0.17,0.26,0.07,1.8,6.0
02017000,LA LAUCH A MERXHEIM,2013-02-06,4.5,7.55,12.5,143.0,5.5,3.0,2.6,5.0,0.08,0.5,0.2,0.27,0.03,2.0,9.0
02017000,LA LAUCH A MERXHEIM,2013-03-06,7.1,8.3,8.5,210.0,2.0,0.66,2.2,5.2,0.06,0.7,0.1,0.6,0.16,2.6,5.0
02017000,LA LAUCH A MERXHEIM,2013-05-02,11.3,7.95,11.9,144.0,2.0,1.0,2.1,2.8,0.09,0.5,0.29,0.24,0.06,1.1,9.0
02017000,LA LAUCH A MERXHEIM,2013-05-29,10.3,7.5,11.3,135.0,3.0,1.1,2.4,2.4,0.06,0.5,0.12,0.05,0.04,1.0,6.0
02017000,LA LAUCH A MERXHEIM,2013-06-26,15.4,8.0,9.8,273.0,2.4,0.63,2.8,4.4,0.28,0.5,0.7,0.06,0.05,0.9,9.0
02017000,LA LAUCH A MERXHEIM,2013-07-25,20.0,7.65,8.2,330.0,5.0,1.3,4.0,10.0,0.59,0.6,1.73,0.07,0.06,2.1,15.0
02017000,LA LAUCH A MERXHEIM,2013-08-21,20.0,8.0,8.9,440.0,5.0,2.0,3.5,8.3,0.3,0.7,0.781,0.05,0.03,0.5,13.0
02017000,LA LAUCH A MERXHEIM,2013-09-19,14.0,7.8,10.9,170.0,13.0,4.0,3.5,4.9,0.21,0.5,0.613,0.05,0.01,0.5,13.0
02017000,LA LAUCH A MERXHEIM,2013-10-16,12.0,7.7,11.1,140.0,16.0,2.4,3.4,4.0,0.04,0.9,0.108,0.05,0.02,1.7,16.0
02017000,LA LAUCH A MERXHEIM,2013-11-15,7.7,7.6,11.5,110.0,4.0,1.5,1.9,3.9,0.06,0.5,0.16,0.14,0.02,2.2,7.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-01-10,,,,,,,,11.0,,,,,,,
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-02-07,4.9,7.4,8.0,213.0,13.0,6.6,3.4,8.7,0.08,0.5,0.18,0.1,0.05,1.6,9.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-03-07,,,,,,,,11.0,,,,,,,
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-04-05,6.5,9.1,15.4,306.0,2.0,0.77,2.6,7.9,0.03,0.5,0.05,0.05,0.12,2.1,5.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-05-03,,,,,,,,6.1,,,,,,,
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-05-30,11.0,7.9,11.5,238.0,3.5,1.7,2.8,5.6,0.08,0.5,0.24,0.07,0.09,1.3,5.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-06-27,14.5,7.95,8.5,385.0,5.9,2.4,2.6,7.4,0.24,0.5,0.49,0.09,0.14,2.2,8.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-07-25,22.0,8.1,8.4,510.0,5.0,2.1,3.8,12.8,0.28,0.6,0.765,0.16,0.27,1.7,12.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-09-19,15.0,7.9,9.5,210.0,11.0,6.8,4.6,6.4,0.23,0.5,0.481,0.05,0.06,1.0,18.0
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-10-17,,,,,,,,5.8,,,,,,,
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,2013-11-15,7.5,7.9,11.4,160.0,4.0,2.0,2.2,6.0,0.06,0.5,0.155,0.05,0.03,1.4,5.0
02018500,L'ILL A COLMAR (MAISON ROUGE),2013-01-15,4.5,8.2,12.1,430.0,7.1,4.3,2.0,12.0,0.06,0.5,0.17,0.12,0.1,0.8,7.0
